sylheti,bangla
খুয়াই গেছে,খুলে গেছে
খুয়াইলা,খুলে ফেল
খু্যাইলাও,খুলে ফে্ল
খুয়াইলাইন,খুলে ফেলুন
খুয়াইলাইকা,খুলে ফেলুন
খুয়ানি,হারিয়ে যাওয়া
খুয়াপ,স্বপ্ন
খুয়াব,স্বপ্ন
খুর,ক্ষুর
খুরখুন্দা,গুঁড়ো গুঁড়ো
খুরচন,নারিকেল কোরানি
খুরা,পায়া
খুরিশ,খাদ্য
খুলখুলা,সারশূন্য
খুলাপাতলা,দরিদ্র অবস্থা
খুশবরদা,সুগন্ধি
খুশিবাসি,আনন্দ
খুড়দা,খুচরা
খুড়া,খোঁড়া
খুংগি,পঞ্জিকা
খেইল,খেলা
খেইড়,খেলা
খেউদ,আগ্রহ
খেউপা,বেওকা
খেউরি,চুল কাটানো
খেউলার,খেলোয়াড়
খেওয়ানি,খেয়ার মাঝি
খেক্কারি,গলা খাকানি
খেতকুতি,কাতুকুতু
খেচা,টান
খেচি,জোরে
খেচিনো,মজবুত করে নির্মাণ করণ
খেচিয়া,মজবুুত করে
খেছিছে,মেরেছে
খেজাব,রঙ দেওয়া
খেত,ক্ষেত
খেতকিরি,কৃষি ক্ষেত
খেতা,কাথা
খেতি,ক্ষতি
খেদান,তাড়ানো
খেন,ক্ষণ
খেনর পয়দা,শুভক্ষণে জন্ম
খেপ,কিস্তি
খেম,অংকুর
খেমতা,ক্ষমতা
খেমা,ক্ষমা
খেমা দিল,বাদ দিল
খেমেতা,ক্ষমতা
খেরখেটা,কর্কশভাষী
খেলা নেলা,আমোদপ্রমোদ
খেশ,কুটুম্ব
খেড়,বিচালী
খেড়দি,খড় দিয়ে
খেড়ুল,কচি
খেড়ুলি,অবুঝ শিশু
খোমা,বোবা
গইত,গতি
গইতে,সুযোগে
গইতে কাটতে,গত হতে
গইদর,নোংরা
গইন,গহীন
গইপা,গল্প করে যে
গইয়া,ধীরে
গইয়া গইয়া,ধী্রে ধীরে
গইসই,ধীরে সুস্থে
গঞ্জি,গেঞ্জি
গচা,কা্টা
গচ্ছারি,তাড়াতাড়ি
গছা,গ্রহণ করা
গছেনা,গ্রহণ করে না
গজা,ক্ষতিগ্রস্ত করা
গজারি চোখ,বড় চোখ
গজি,লম্বাকৃতি
গঠন,আকৃতি
গতর,শরীর
গতরো,গায়ে
গন,গন্ধ
গন্দুম,গন্দম
গনিম,শত্রু
গনিমত,যুদ্ধলব্ধ মালামাল
গপ,গল্প
গপসপ,গল্প গুজব
গপে গপে,কথায় কথায়
গপানি,গালগপ্প করা
গপিয়ালা,গল্পকার
গব,গল্প
গমি,দুঃখ
গমপিন,বিষণ্ণ
গয়,গত হয়
গয়াইলাম,গত করলাম
গয়ার,গোয়ার
গয়ের কাল,সময় গত হচ্ছে
গরকি,জলোচ্ছ্বাস
গরচা পুয়া,যুবক ছেলে
গরচি,বাঁশের ফালি
গরজ,প্রয়োজন
গরজা,রাগত চিৎকার
গরজি,গরজ
গরদনা,গর্দান
গরদা পুয়া,বেশ বড় ছেলে
গরদিশ,দুর্ভাগ্য
গরনে,গ্রহণে
গরপায়,ঝিলিক মারা
গরবর,অস্বাভাবিক
গরবিতা,মান্য
গরভধনী,গর্ভধারিণী
গরমাই,তেজ
গরমি,গরম
গরমিল,অমিল
গরানর পানি,বন্যার জল
গরিবগুরবা,দরিদ্র্র
গরিবগুুরা,দরিদ্র
গরিবানা,গরিবের মতো
গরিমা,অহংকা্র
গলতি,ভুল
গলফাস,গলবিন্ধ রোগ
গলা আশকি,গলা খাকানো
গলা মার,মাছের কাঁটার আঘাত
গলিভাই,সাথি
গড়খাই,পরিখা
গড়গড়া,কুল্কুচি
গড়ি,সোজা
গা,শরীর
গাই,গাভী
গাইট,বস্তা
গাইট-শুইট,পোটলা-পুটলি
গাইদর,নোংরা
গাইদরামি,নোংরামি
গাইঞ্জা,গাঁজা
গাইঞ্জাখুর,গাজাখোর
গাইনজা,আটসাট করে
গাইনজা গাইনজি,আটসাট করে
গাইনজাইয়া,বেশি পরিমানে
গাইন,গান গায়
গাইব,গায়েব
গাইয়া ঘি,ঘৃত
গাইর,গুঁহ্যদ্বার
গাইরা,পুঁতে
গাইল,গালি
আপনে কই যাইতা,আপনি কোথায় যাবেন
আমি মাধবকুন্ড যাইতাম ,আমি মাধবকুন্ড যাবো
কই তাকি আইছইন? ,কোথা থেকে আসছেন
আমি ঢাকা থাকি আইছি ,আমি ঢাকা থেকে আসছি
এই যাইবায় নি বা মাধবকুন্ডত?,এই যাবেন নাকি মাধবকুন্ডে
জিওয় যাইমু,হ্যাঁ যাবো
খালি যাওয়া না যাওয়া-আওয়া? ,শুধু যাবেন নাকি গিয়ে আবার আসবেন
ভাড়া ১০০ ওইবো ,ভাড়া ১০০ টাকা দিবেন
অত বেশি খেনে? ,এত বেশি কেন
ইগুতো নরমাল রেট ,এটা নরমাল ভাড়া
একটু খমানি যায় নানি? ,একটু কমানো যায়না
না ভাই কম ওইতো নায় ,না ভাই কম হবেনা
না রেবা ইলা ওইতো নায় ,না এটা হবেনা
আচ্ছা তুড়া কম দিলাইবা ,আচ্ছা একটু কম দিয়ে দিবেন
কাঠালতলীর রাস্তা কোনবায় দি ভাই? ,কাঠালতলীর রাস্তা কোনটা ভাই
ওবায়দি সুজা যাক্বা ,এদিক দিয়ে সোজা যাবেন
ইতার দাম কিলা? ,এটার দাম কত
অত দাম কেনে বা? ,এত দাম কেন
কিছু কমানি যায় নানি ,কিছু কমানো যায় না
না ভাই পারতাম নায় ,না ভাই পারবোনা
আচ্ছা তে আর নিমু কিলা রেবা ,তাহলে আর নেই কি করে
ভাড়া খত বা?,ভাড়া কত টাকা?
বক্কা খাইয়া যাইবা ,বসেন খেয়ে যাবেন
